4K,#genre#
东南卫视,http://219.141.46.175:8188/udp/238.255.2.103:5999
甘肃卫视,http://219.141.46.175:8188/udp/238.255.2.73:5999
广东卫视,http://219.141.46.175:8188/udp/238.255.2.59:5999
广西卫视,http://219.141.46.175:8188/udp/238.255.2.64:5999
贵州卫视,http://219.141.46.175:8188/udp/238.255.2.1:5999
海南卫视,http://219.141.46.175:8188/udp/238.255.2.58:5999
河北卫视,http://219.141.46.175:8188/udp/238.255.2.77:5999
河南卫视,http://219.141.46.175:8188/udp/238.255.2.74:5999
黑龙江卫视,http://219.141.46.175:8188/udp/238.255.2.96:5999
湖北卫视,http://219.141.46.175:8188/udp/238.255.2.102:5999
湖南卫视,http://219.141.46.175:8188/udp/238.255.2.93:5999
吉林卫视,http://219.141.46.175:8188/udp/238.255.2.95:5999
江苏卫视,http://219.141.46.175:8188/udp/238.255.2.104:5999
江西卫视,http://219.141.46.175:8188/udp/238.255.2.94:5999
康巴卫视,http://219.141.46.175:8188/udp/238.255.2.140:5999
辽宁卫视,http://219.141.46.175:8188/udp/238.255.2.69:5999
内蒙古卫视,http://219.141.46.175:8188/udp/238.255.2.53:5999
宁夏卫视,http://219.141.46.175:8188/udp/238.255.2.75:5999
农林卫视,http://219.141.46.175:8188/udp/238.255.2.120:5999
青海卫视,http://219.141.46.175:8188/udp/238.255.2.51:5999
三沙卫视,http://219.141.46.175:8188/udp/238.255.2.203:5999
厦门卫视,http://219.141.46.175:8188/udp/238.255.2.205:5999
山东卫视,http://219.141.46.175:8188/udp/238.255.2.97:5999
山西卫视,http://219.141.46.175:8188/udp/238.255.2.71:5999
陕西卫视,http://219.141.46.175:8188/udp/238.255.2.72:5999
陕西卫视,http://219.141.46.175:8188/udp/238.255.2.81:5999
深圳卫视,http://219.141.46.175:8188/udp/238.255.2.61:5999
四川卫视,http://219.141.46.175:8188/udp/238.255.2.76:5999
天津卫视,http://219.141.46.175:8188/udp/238.255.2.99:5999
西藏卫视藏语,http://219.141.46.175:8188/udp/238.255.2.23:5999
西藏卫视,http://219.141.46.175:8188/udp/238.255.2.65:5999
新疆卫视,http://219.141.46.175:8188/udp/238.255.2.66:5999
延边卫视,http://219.141.46.175:8188/udp/238.255.2.204:5999
云南卫视,http://219.141.46.175:8188/udp/238.255.2.63:5999
浙江卫视,http://219.141.46.175:8188/udp/238.255.2.100:5999
重庆卫视,http://219.141.46.175:8188/udp/238.255.2.78:5999
大湾区卫视,http://219.141.46.175:8188/udp/238.255.2.60:5999
安徽卫视,http://114.104.183.57:8686/udp/238.1.78.150:7072
安徽卫视,http://114.104.183.57:8686/udp/238.1.79.27:4328
北京卫视,http://114.104.183.57:8686/udp/238.1.78.162:7168
兵团卫视,http://114.104.183.57:8686/udp/238.1.78.104:6704
东方卫视,http://114.104.183.57:8686/udp/238.1.78.163:7176
东南卫视,http://114.104.183.57:8686/udp/238.1.78.22:6104
甘肃卫视,http://114.104.183.57:8686/udp/238.1.79.36:4400
广东卫视,http://114.104.183.57:8686/udp/238.1.78.161:7160
广西卫视,http://114.104.183.57:8686/udp/238.1.78.70:6432
贵州卫视,http://114.104.183.57:8686/udp/238.1.78.244:7824
海南卫视,http://114.104.183.57:8686/udp/238.1.79.49:4504
河北卫视,http://114.104.183.57:8686/udp/238.1.78.245:7832
河南卫视,http://114.104.183.57:8686/udp/238.1.79.65:4632
黑龙江卫视,http://114.104.183.57:8686/udp/238.1.78.159:7144
湖北卫视,http://114.104.183.57:8686/udp/238.1.78.168:7216
湖南卫视,http://114.104.183.57:8686/udp/238.1.78.160:7152
吉林卫视,http://114.104.183.57:8686/udp/238.1.79.48:4496
江苏卫视,http://114.104.183.57:8686/udp/238.1.78.165:7192
江西卫视,http://114.104.183.57:8686/udp/238.1.78.26:6136
辽宁卫视,http://114.104.183.57:8686/udp/238.1.78.21:6096
内蒙古卫视,http://114.104.183.57:8686/udp/238.1.78.103:6696
宁夏卫视,http://114.104.183.57:8686/udp/238.1.78.109:6744
青海卫视,http://114.104.183.57:8686/udp/238.1.78.102:6688
三沙卫视,http://114.104.183.57:8686/udp/238.1.78.27:6144
厦门卫视,http://114.104.183.57:8686/udp/238.1.78.246:7840
山东卫视,http://114.104.183.57:8686/udp/238.1.78.169:7224
山西卫视,http://114.104.183.57:8686/udp/238.1.78.95:6632
陕西卫视,http://114.104.183.57:8686/udp/238.1.78.88:6576
深圳卫视,http://114.104.183.57:8686/udp/238.1.78.156:7120
四川卫视,http://114.104.183.57:8686/udp/238.1.78.30:6168
天津卫视,http://114.104.183.57:8686/udp/238.1.78.20:6088
西藏卫视,http://114.104.183.57:8686/udp/238.1.78.101:6680
新疆卫视,http://114.104.183.57:8686/udp/238.1.78.110:6752
云南卫视,http://114.104.183.57:8686/udp/238.1.78.89:6584
浙江卫视,http://114.104.183.57:8686/udp/238.1.78.164:7184
重庆卫视,http://114.104.183.57:8686/udp/238.1.78.31:6176
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
香港频道,#genre#
凤凰资讯,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixinfo_hd
凤凰中文,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixtv_hd
凤凰香港,https://cdn9.163189.xyz/smt3.1.1.php?id=hkphoenix_twn
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰资讯,https://4k.11cn.dpdns.org/28.m3u8
凤凰中文,https://4k.11cn.dpdns.org/27.m3u8
凤凰香港,https://4k.11cn.dpdns.org/29.m3u8
凤凰资讯,http://uo202.1985001.xyz:66/udp/239.93.1.4:2191
凤凰资讯,http://uo202.1985001.xyz:66/udp/239.93.0.118:2191
凤凰中文,http://uo202.1985001.xyz:66/udp/239.93.1.9:2192
凤凰中文,http://uo202.1985001.xyz:66/udp/239.93.0.162:2192
星空卫视,http://uo202.1985001.xyz:66/udp/239.93.0.156:2193
星空卫视,http://uo202.1985001.xyz:66/udp/239.93.1.10:2193
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream04/streamPlaylist.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/02.m3u8
C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
卫视电影,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
NOW爆谷台,http://stream-ali1.csslcloud.net:80/live/hktv-09ali20.flv
NOW星影台,http://stream-ali1.csslcloud.net:80/live/hktv-09ali21.flv
PopC电影台,http://stream-ali1.csslcloud.net:80/live/hktv-09ali22.flv
TVB无线新闻,http://stream-ali1.csslcloud.net:80/live/hktv-09ali23.flv
十方法界,http://stream-ali1.csslcloud.net:80/live/hktv-09ali19.flv
台湾频道,#genre#
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2,rtmp://f13h.mine.nu/sat/tv741
MOMO综合,rtmp://f13h.mine.nu/sat/tv761
东森超视,rtmp://f13h.mine.nu/sat/tv331
华视,rtmp://f13h.mine.nu/sat/tv111
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
中视,rtmp://f13h.mine.nu/sat/tv091
国际频道,#genre#
ABC AUSTRALIA,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index.m3u8
AL JAZEERA,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
AL JAZEERA,http://live-hls-web-aje.getaj.net/AJE/02.m3u8
BBC NEWS,https://cdn4.skygo.mn/live/disk1/BBC_News/HLSv3-FTA/BBC_News.m3u8
BLOOMBERG ASIA,https://epg.pw/stream/d2edf469b9079064a283f4b0811cbf6f2597ebbb3d08dcf77036a4b5a791b7cf.m3u8
BLOOMBERG US,http://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8
CBN NEWS,https://bcovlive-a.akamaihd.net/re8d9f611ee4a490a9bb59e52db91414d/us-east-1/734546207001/playlist.m3u8
CBS NEWS,https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CNN,https://stream1.freetv.fun/cnn-1.m3u8
FOX NEWS,https://fox-foxnewsnow-vizio.amagi.tv/playlist.m3u8
GLOBAL NEWS,https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/live-audio_1=96000-video=2499968.m3u8
NEWSMAX,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
NEWSMAX2,https://newsmax-samsungus.amagi.tv/playlist.m3u8
TYT,https://tyt-samsungus.amagi.tv/playlist.m3u8
TRT WORLD,https://tv-trtworld.live.trt.com.tr/master.m3u8
TRT WORLD,https://tv-trtworld.live.trt.com.tr/master_1080.m3u8
NHK WORLD JAPAN,http://61.221.215.25:8800/hls/51/index.m3u8
NHK WORLD JAPAN,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
NHK WORLD 华语,https://cdn.nhkworld.jp/www11/nhkworld-tv/bmcc-live/zt/playlist.m3u8
NTV NEWS24,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
ARIRANG,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
ARIRANG,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
KBS WORLD,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
RT,https://rt-glb.rttv.com/live/rtnews/playlist.m3u8
RT ARABIC,https://rt-arb.rttv.com/live/rtarab/playlist.m3u8
RT DEUTSCH,https://rt-ger.rttv.com/live/rtdeutsch/playlist.m3u8
RT ESPANOL,https://rt-esp.rttv.com/live/rtesp/playlist.m3u8
RT FRANCH,https://rt-fra.rttv.com/live/rtfrance/playlist.m3u8
RTD (ENGLISH),https://rt-rtd.rttv.com/live/rtdoc/playlist.m3u8
RTD (RUSSIAN),https://hls.rt.com/hls/rtdru.m3u8
ИЗВЕСТИЯ,https://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
ИЗВЕСТИЯ,https://hls-igi.cdnvideo.ru/igi/igi_sq/playlist.m3u8
РБК,http://92.50.128.180/utv/1358/index.m3u8
CGTN英语,https://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
CGTN纪录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
CGTN英语,https://0472.org/hls/cgtn.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8
财经频道,#genre#
第一财经,http://180.165.1.5:9898/udp/239.45.3.211:5140
东方财经,http://180.165.1.5:9898/udp/239.45.0.17:5140
东方财经,http://220.176.218.102:9000/udp/239.252.219.57:5140
财富天下,http://220.176.218.102:9000/udp/239.252.220.240:5140
家庭理财,http://220.176.218.102:9000/udp/239.252.220.217:5140
证券服务,http://220.176.218.102:9000/udp/239.252.219.144:5140
东方财经,http://222.95.140.66:58888/udp/239.49.0.95:8000
财富天下,http://222.95.140.66:58888/udp/239.49.0.166:9322
东方财经,http://uo202.1985001.xyz:66/udp/239.93.1.165:5140
财富天下,http://uo202.1985001.xyz:66/udp/239.93.0.116:9136
财富天下,http://113.101.245.217:9988/udp/239.77.0.113:5146
财富天下,http://113.101.245.217:9988/udp/239.77.1.81:5146
证券服务,http://113.101.245.217:9988/udp/239.253.43.58:5146
证券服务,http://113.101.245.217:9988/udp/239.77.1.135:5146
财富天下,http://114.246.181.8:4022/udp/239.3.1.53:9136
北京财经,http://114.246.181.8:4022/udp/239.3.1.116:8000
财富天下,http://117.13.22.81:4022/udp/225.1.2.198:5002
东方财经,http://117.13.22.81:4022/udp/225.1.1.247:5002
家庭理财,http://117.13.22.81:4022/udp/225.1.2.23:5002
证券服务,http://117.13.22.81:4022/udp/225.1.1.72:5002
第一财经,http://xrhui.f3322.org:8888/udp/233.50.200.125:5140
财富天下,http://114.104.183.57:8686/udp/238.1.78.25:6128
东方财经,http://114.104.183.57:8686/udp/238.1.78.73:6456
纪实频道,#genre#
CETV1,http://hwylivehd.centv.cn/cetv1/ypd.m3u8
CETV2,http://hwylivehd.centv.cn/cetv2/2020tsytk.m3u8
CETV3,http://hwylivehd.centv.cn/cetv3/bjdm.m3u8
CETV4,http://hwylivehd.centv.cn/cetv4/zjpd.m3u8
CETV1,http://220.176.218.102:9000/udp/239.252.220.198:5140
CETV2,http://220.176.218.102:9000/udp/239.252.219.73:5140
CETV4,http://220.176.218.102:9000/udp/239.252.219.169:5140
求索纪录,http://220.176.218.102:9000/udp/239.252.220.224:5140
乐游,http://220.176.218.102:9000/udp/239.252.219.141:5140
文物宝库,http://220.176.218.102:9000/udp/239.252.220.158:5140
金鹰纪实,http://220.176.218.102:9000/udp/239.252.220.155:5140
纪实人文,http://220.176.218.102:9000/udp/239.252.219.227:5140
金色学堂,http://220.176.218.102:9000/udp/239.252.219.63:5140
环球奇观,http://220.176.218.102:9000/udp/239.252.220.135:5140
环球旅游,http://220.176.218.102:9000/udp/239.252.220.218:5140
国学频道,http://220.176.218.102:9000/udp/239.252.220.157:5140
法治天地,http://220.176.218.102:9000/udp/239.252.219.56:5140
茶频道,http://220.176.218.102:9000/udp/239.252.220.160:5140
百姓健康,http://220.176.218.102:9000/udp/239.252.219.146:5140
山东教育,http://220.176.218.102:9000/udp/239.252.219.74:5140
生活时尚,http://220.176.218.102:9000/udp/239.252.219.54:5140
生态环境,http://220.176.218.102:9000/udp/239.252.220.216:5140
书画频道,http://220.176.218.102:9000/udp/239.252.219.99:5140
优优宝贝,http://220.176.218.102:9000/udp/239.252.220.219:5140
中国天气,http://220.176.218.102:9000/udp/239.252.219.143:5140
中华特产,http://220.176.218.102:9000/udp/239.252.220.213:5140
爱生活,http://220.176.218.102:9000/udp/239.252.220.89:5140
好学生,http://220.176.218.102:9000/udp/239.252.220.90:5140
地理,http://220.176.218.102:9000/udp/239.252.220.207:5140
法治,http://220.176.218.102:9000/udp/239.252.220.74:5140
鉴赏,http://220.176.218.102:9000/udp/239.252.219.166:5140
解密,http://220.176.218.102:9000/udp/239.252.220.209:5140
美人,http://220.176.218.102:9000/udp/239.252.220.202:5140
美妆,http://220.176.218.102:9000/udp/239.252.220.208:5140
墨宝,http://220.176.218.102:9000/udp/239.252.219.168:5140
早教,http://220.176.218.102:9000/udp/239.252.219.164:5140
军事,http://220.176.218.102:9000/udp/239.252.220.206:5140
野外,http://220.176.218.102:9000/udp/239.252.220.73:5140
CETV1,http://222.95.140.66:58888/udp/239.49.8.115:8000
CETV1,http://222.95.140.66:58888/udp/239.49.0.70:8552
CETV2,http://222.95.140.66:58888/udp/239.49.0.71:8560
CETV4,http://222.95.140.66:58888/udp/239.49.0.125:8000
CETV4,http://222.95.140.66:58888/udp/239.49.0.72:8568
CETV早期教育,http://222.95.140.66:58888/udp/239.49.0.93:8000
茶频道,http://222.95.140.66:58888/udp/239.49.0.146:8000
金鹰纪实,http://222.95.140.66:58888/udp/239.49.8.79:8000
山东教育,http://222.95.140.66:58888/udp/239.49.0.235:8000
书画频道,http://222.95.140.66:58888/udp/239.49.0.123:8000
文物宝库,http://222.95.140.66:58888/udp/239.49.0.209:8000
中国天气,http://222.95.140.66:58888/udp/239.49.0.94:8000
CETV1,http://uo202.1985001.xyz:66/udp/239.93.1.111:5140
CETV2,http://uo202.1985001.xyz:66/udp/239.93.0.113:5140
CETV4,http://uo202.1985001.xyz:66/udp/239.93.0.50:5140
求索纪录,http://uo202.1985001.xyz:66/udp/239.93.42.24:5140
北京纪实,http://uo202.1985001.xyz:66/udp/239.93.0.141:5140
纪实人文,http://uo202.1985001.xyz:66/udp/239.93.1.137:5140
纪实人文,http://uo202.1985001.xyz:66/udp/239.93.1.154:5140
金鹰纪实,http://uo202.1985001.xyz:66/udp/239.93.0.130:5140
山东教育,http://uo202.1985001.xyz:66/udp/239.93.1.196:5140
爱宠宠物,http://uo202.1985001.xyz:66/udp/239.93.42.32:5140
爱生活,http://uo202.1985001.xyz:66/udp/239.93.0.206:8028
百姓健康,http://uo202.1985001.xyz:66/udp/239.93.42.35:5140
茶频道,http://uo202.1985001.xyz:66/udp/239.93.0.114:5140
环球旅游,http://uo202.1985001.xyz:66/udp/239.93.42.31:5140
乐龄学堂,http://uo202.1985001.xyz:66/udp/239.93.1.179:5140
魅力时尚,http://uo202.1985001.xyz:66/udp/239.93.0.190:9012
少儿天地,http://uo202.1985001.xyz:66/udp/239.93.42.34:5140
生活时尚,http://uo202.1985001.xyz:66/udp/239.93.0.106:5140
生活时尚,http://uo202.1985001.xyz:66/udp/239.93.42.29:5140
墨宝,http://uo202.1985001.xyz:66/udp/239.93.0.215:9132
军事,http://uo202.1985001.xyz:66/udp/239.93.0.204:9076
解密,http://uo202.1985001.xyz:66/udp/239.93.0.199:9048
地理,http://uo202.1985001.xyz:66/udp/239.93.0.200:9052
传奇,http://uo202.1985001.xyz:66/udp/239.93.0.235:1282
中国交通,http://uo202.1985001.xyz:66/udp/239.93.0.142:5140
大爱旅游,http://uo202.1985001.xyz:66/udp/239.93.42.70:5140
大爱生活,http://uo202.1985001.xyz:66/udp/239.93.42.71:5140
大爱时尚,http://uo202.1985001.xyz:66/udp/239.93.42.72:5140
大爱四川,http://uo202.1985001.xyz:66/udp/239.93.1.110:5140
CETV1,http://113.101.245.217:9988/udp/239.77.0.200:5146
CETV1,http://113.101.245.217:9988/udp/239.77.1.222:5146
CETV2,http://113.101.245.217:9988/udp/239.77.0.28:5146
CETV2,http://113.101.245.217:9988/udp/239.77.1.69:5146
CETV4,http://113.101.245.217:9988/udp/239.253.43.114:5146
CETV4,http://113.101.245.217:9988/udp/239.253.43.40:5146
CETV4,http://113.101.245.217:9988/udp/239.77.1.200:5146
CETV早期教育,http://113.101.245.217:9988/udp/239.77.0.180:5146
求索纪录,http://113.101.245.217:9988/udp/239.77.0.21:5146
茶频道,http://113.101.245.217:9988/udp/239.77.0.15:5146
茶频道,http://113.101.245.217:9988/udp/239.77.1.207:5146
车迷频道,http://113.101.245.217:9988/udp/239.253.43.41:5146
车迷频道,http://113.101.245.217:9988/udp/239.77.1.203:5146
国学频道,http://113.101.245.217:9988/udp/239.77.0.226:5146
国学频道,http://113.101.245.217:9988/udp/239.77.1.105:5146
环球旅游,http://113.101.245.217:9988/udp/239.77.1.202:5146
环球奇观,http://113.101.245.217:9988/udp/239.77.0.224:5146
环球奇观,http://113.101.245.217:9988/udp/239.77.1.198:5146
金鹰纪实,http://113.101.245.217:9988/udp/239.77.0.160:5146
金鹰纪实,http://113.101.245.217:9988/udp/239.77.0.162:5146
金鹰纪实,http://113.101.245.217:9988/udp/239.77.1.217:5146
靓妆,http://113.101.245.217:9988/udp/239.77.0.212:5146
靓妆,http://113.101.245.217:9988/udp/239.77.1.118:5146
法治,http://113.101.245.217:9988/udp/239.77.0.102:5146
法治,http://113.101.245.217:9988/udp/239.77.1.86:5146
野外,http://113.101.245.217:9988/udp/239.77.0.101:5146
野外,http://113.101.245.217:9988/udp/239.77.1.85:5146
人文纪实,http://113.101.245.217:9988/udp/239.77.0.147:5146
人文纪实,http://113.101.245.217:9988/udp/239.77.1.216:5146
山东教育,http://113.101.245.217:9988/udp/239.77.0.83:5146
山东教育,http://113.101.245.217:9988/udp/239.77.1.35:5146
生态环境,http://113.101.245.217:9988/udp/239.253.43.42:5146
生态环境,http://113.101.245.217:9988/udp/239.77.1.201:5146
书画频道,http://113.101.245.217:9988/udp/239.77.1.115:5146
文物宝库,http://113.101.245.217:9988/udp/239.77.0.227:5146
文物宝库,http://113.101.245.217:9988/udp/239.77.1.120:5146
中国交通,http://113.101.245.217:9988/udp/239.77.1.249:5146
中国天气,http://113.101.245.217:9988/udp/239.77.1.143:5146
中华特产,http://113.101.245.217:9988/udp/239.77.1.204:5146
CETV1,http://180.165.1.5:9898/udp/239.45.1.125:5140
CETV2,http://180.165.1.5:9898/udp/239.45.1.52:5140
CETV4,http://180.165.1.5:9898/udp/239.45.1.50:5140
北京纪实,http://180.165.1.5:9898/udp/239.45.1.14:5140
法治天地,http://180.165.1.5:9898/udp/239.45.1.46:5140
纪实人文,http://180.165.1.5:9898/udp/239.45.3.212:5140
健康人生,http://180.165.1.5:9898/udp/239.45.3.214:5140
金色学堂,http://180.165.1.5:9898/udp/239.45.1.118:5140
茶频道,http://180.165.1.5:9898/udp/239.45.3.18:5140
金鹰纪实,http://180.165.1.5:9898/udp/239.45.1.45:5140
乐游,http://180.165.1.5:9898/udp/239.45.3.135:5140
生活时尚,http://180.165.1.5:9898/udp/239.45.3.132:5140
陶瓷,http://180.165.1.5:9898/udp/239.45.3.50:5140
中国天气,http://180.165.1.5:9898/udp/239.45.1.47:5140
CETV1,http://114.246.181.8:4022/udp/239.3.1.57:8152
CETV2,http://114.246.181.8:4022/udp/239.3.1.54:4120
CETV3,http://114.246.181.8:4022/udp/239.3.1.55:4120
CETV4,http://114.246.181.8:4022/udp/239.3.1.56:4120
茶频道,http://114.246.181.8:4022/udp/239.3.1.165:8001
法治天地,http://114.246.181.8:4022/udp/239.3.1.204:8001
金色学堂,http://114.246.181.8:4022/udp/239.3.1.208:8001
金鹰纪实,http://114.246.181.8:4022/udp/239.3.1.58:8156
乐游,http://114.246.181.8:4022/udp/239.3.1.207:8001
山东教育,http://114.246.181.8:4022/udp/239.3.1.52:4120
生活时尚,http://114.246.181.8:4022/udp/239.3.1.206:8001
中国交通,http://114.246.181.8:4022/udp/239.3.1.188:8001
地理,http://114.246.181.8:4022/udp/239.3.1.71:4120
国学,http://114.246.181.8:4022/udp/239.3.1.77:4120
好学生,http://114.246.181.8:4022/udp/239.3.1.81:4120
鉴赏,http://114.246.181.8:4022/udp/239.3.1.82:4120
解密,http://114.246.181.8:4022/udp/239.3.1.75:4120
军事,http://114.246.181.8:4022/udp/239.3.1.76:4120
美人,http://114.246.181.8:4022/udp/239.3.1.73:4120
美妆,http://114.246.181.8:4022/udp/239.3.1.72:4120
墨宝,http://114.246.181.8:4022/udp/239.3.1.83:4120
早教,http://114.246.181.8:4022/udp/239.3.1.79:4120
爱生活,http://114.246.181.8:4022/udp/239.3.1.86:4120
北京纪实,http://114.246.181.8:4022/udp/239.3.1.115:8000
北京生活,http://114.246.181.8:4022/udp/239.3.1.117:8000
北京国际,http://114.246.181.8:4022/udp/239.3.1.235:8000
CETV1,http://xrhui.f3322.org:8888/udp/233.50.201.75:5140
CETV4,http://xrhui.f3322.org:8888/udp/233.50.200.162:5140
CETV4,http://xrhui.f3322.org:8888/udp/233.50.201.172:5140
北京纪实,http://xrhui.f3322.org:8888/udp/233.50.202.34:5140
茶频道,http://xrhui.f3322.org:8888/udp/233.50.200.124:5140
茶频道,http://xrhui.f3322.org:8888/udp/233.50.201.188:5140
法治天地,http://xrhui.f3322.org:8888/udp/233.50.200.120:5140
法治天地,http://xrhui.f3322.org:8888/udp/233.50.201.191:5140
环球旅游,http://xrhui.f3322.org:8888/udp/233.50.202.31:5140
金色学堂,http://xrhui.f3322.org:8888/udp/233.50.200.122:5140
金色学堂,http://xrhui.f3322.org:8888/udp/233.50.201.186:5140
乐游,http://xrhui.f3322.org:8888/udp/233.50.200.148:5140
乐游,http://xrhui.f3322.org:8888/udp/233.50.201.185:5140
生活时尚,http://xrhui.f3322.org:8888/udp/233.50.200.15:5140
生活时尚,http://xrhui.f3322.org:8888/udp/233.50.201.187:5140
优优宝贝,http://xrhui.f3322.org:8888/udp/233.50.202.24:5140
CETV早期教育,http://117.13.22.81:4022/udp/225.1.2.207:5002
宝贝爱学,http://117.13.22.81:4022/udp/225.1.1.132:5002
北京纪实,http://117.13.22.81:4022/udp/225.1.2.30:5002
茶频道,http://117.13.22.81:4022/udp/225.1.2.19:5002
潮流音乐,http://117.13.22.81:4022/udp/225.1.2.55:5002
法治天地,http://117.13.22.81:4022/udp/225.1.1.237:5002
环球旅游,http://117.13.22.81:4022/udp/225.1.2.200:5002
环球奇观,http://117.13.22.81:4022/udp/225.1.1.197:5002
健康直通车,http://117.13.22.81:4022/udp/225.1.2.183:5002
金色学堂,http://117.13.22.81:4022/udp/225.1.1.236:5002
金鹰纪实,http://117.13.22.81:4022/udp/225.1.1.124:5002
快乐英语ABC,http://117.13.22.81:4022/udp/225.1.2.182:5002
乐游,http://117.13.22.81:4022/udp/225.1.1.145:5002
山东教育,http://117.13.22.81:4022/udp/225.1.2.118:5002
生活时尚,http://117.13.22.81:4022/udp/225.1.1.143:5002
生态环境,http://117.13.22.81:4022/udp/225.1.2.201:5002
食全食美,http://117.13.22.81:4022/udp/225.1.1.108:5002
书画频道,http://117.13.22.81:4022/udp/225.1.2.22:5002
陶瓷,http://117.13.22.81:4022/udp/225.1.2.189:5002
文物宝库,http://117.13.22.81:4022/udp/225.1.2.105:5002
银发生活,http://117.13.22.81:4022/udp/225.1.1.157:5002
优优宝贝,http://117.13.22.81:4022/udp/225.1.2.203:5002
中国天气,http://117.13.22.81:4022/udp/225.1.2.120:5002
中华美食,http://117.13.22.81:4022/udp/225.1.1.77:5002
中华特产,http://117.13.22.81:4022/udp/225.1.2.197:5002
CETV1,http://219.141.46.175:8188/udp/238.255.2.105:5999
CETV2,http://219.141.46.175:8188/udp/238.255.2.221:5999
CETV4,http://219.141.46.175:8188/udp/238.255.2.222:5999
山东教育,http://219.141.46.175:8188/udp/238.255.2.79:5999
北京纪实,http://219.141.46.175:8188/udp/238.255.2.107:5999
靓妆,http://219.141.46.175:8188/udp/238.255.2.177:5999
金鹰纪实,http://219.141.46.175:8188/udp/238.255.2.108:5999
茶频道,http://219.141.46.175:8188/udp/238.255.2.192:5999
法治天地,http://219.141.46.175:8188/udp/238.255.2.190:5999
国学频道,http://219.141.46.175:8188/udp/238.255.2.176:5999
环球奇观,http://219.141.46.175:8188/udp/238.255.2.43:5999
纪实人文,http://219.141.46.175:8188/udp/238.255.2.106:5999
乐游,http://219.141.46.175:8188/udp/238.255.2.188:5999
